uae_tweet_cleaned,translation_status,msa_translation
بوظبي تسال عن اطيابك فاقده صوتك و ترحابك,not verified,أبوظبي تسأل عن أطيابك فقد صوتك وترحابك
حياكواقللطوشيرو,not verified,حياك الله وقليلة التوشيح
مايداوي الشوق الا ضمه ضلوعك,not verified,لا يشفي الشوق إلا أن تضمه ضلوعك
واحب فيك الليل لا صار هوجاس واحب باكر دامني فيك موعود,not verified,وأحب فيك الليل إذا صار هناجر وأحب الصباح إذا وجدت فيك وعد
انته ليديره,not verified,أنت صاحب القيادة
حنيتك راحت لوين وشفيك ما تشتاق لي,not verified,حنيتك راحت إلى أين وكيف حالك ألا تشتاق إلي
لها دعائي ولها عيوني والعمر,not verified,لها دعائي ولها عيني والعمر
لا حد حاكم,not verified,لا يوجد حاكم
احلي فتره عشتها بحياتي كمدريديه,not verified,أفضل فترة عشتها في حياتي كمدريديست
في الاخير اسال نفسك وروحوا حاسبوا التجار الجششعيين الي راضين يبيعون لك منتجات جودتها سيئه,not verified,في النهاية اسأل نفسك واخرج وحاسب التجار الجشعين الذين يرضوا ببيع منتجات ذات جودة سيئة لك
انا لو حطوا الدنيا بكفي عشان انساش رميت الكف والدنيا وجيتش قاطع كفي,not verified,أنا لو وضعوا الحياة بيدي لكي أنسى ما مر بي لقد رميت الكف والحياة وأتيت متخليا عن رغبتي الشديدة فيها
ها من وين يايبه هالكلام,not verified,من أين جلبت هذا الكلام
يحفظك ربي لي وين ماحلت خطاويك,not verified,يحفظك الله لي حيثما حلت خطواتك
مكانكك موجودد طال عمرك,not verified,مكانك موجود طال عمرك
التاريخ حلو ويارب يصير شي حلو يعني خلاص تعبنا,verified,التاريخ جميل وأيا كان أتمنى أن يحدث شيء جميل يعني يكفي لقد تعبنا
محد كلمك اخوي,not verified,لا أحد يتحدث معك يا أخي
اما تعال وخذ عيوني وشف لي علاج والا لو اطيح قدامك رح وخلني,not verified,تعال واستخدم بصيرتي وابحث لي عن علاج وإلا فإن طيح أمامك واذهب واتركني
ولعتني يا مالكي بالهوا حيل,not verified,أشعر بالشغف يا مالكي بصورة كبيرة
انت سد شهوتك اول بعدين تعال ارمس عن اعمامك,not verified,أنت صدها شهوتك أولا ثم تعال اعثر على أعمامك
يلمنا بكره الشتاء و تمطر سمانا و نلتقي,not verified,سنلتقي غدا في فصل الشتاء وسوف تسقط أمطارنا ونتلاقى
اذا الحب و الشوق لي شو بقالك,not verified,إن الحب والشوق لي ما تبقى لك
تراك في قلبي ولو وين ما كنت ممتلك شعوري و فكري و بالي,not verified,أنت موجود في قلبي بغض النظر عن مكانك إنك تمتلك شعوري وفكري وبالي
و راسمك احلي بشر بععيوني,not verified,وأنت صورتك أجمل البشر بعيوني
اسما ديايه يع,not verified,اسمها دياية ياعبد
و الي اليوم كان يبا يضارب معاك مايروم يدقك ولا شي خله لانه يعرفني زين اذا دقاك — ما يحتاي ياريال وين ها يدقني الله يهديك,not verified,وحتى اليوم كان يرغب في مضاجعتك دون أن يضربك أو يفعل أي شيء اتركه لأنه يعرفني جيدا إذا قام بضربك لا يحتاج إليك يا حمقى أينما كان الله يهديك
وين ايمم وجهي عنك وانتحي به وانت قبله قلبي واربع جهاتي,not verified,أين أذهب وأتجاهل وجودك وأخفي وجهي عنك وأنت الذي قبله قلبي والذي يشغل أفكاري الأربعة جهات
زينه عديمن زيه جل الذي سواه,not verified,زينه ليس له زي جل الذي خلقه
غايته دررب صوور,not verified,غايته الدروس في الصورة
مشتاق له شوق البدو للسحابه في ديره ما جا مطرها من العام,not verified,أشتاق إليه بشوق البدو للسحابة في دياره لم يأتي مطرها منذ العام
المنتخب يباله بو بدر,not verified,المنتخب يحتاج إلى بو بدر
ي بلوه حياتي,not verified,يا بلوه حياتي
ماهقيت انك تخون تالي تجزيني غدر,not verified,ما كنت أتوقع أنك ستخونني بهذه الغدرة بعد ذلك
عطيته قدر زايد لكن الردي ما يشيل الزود,not verified,أعطيته قيمة إضافية ولكنه الرد ليس يتحمل الزيادة
تستاهل دكتوره ونحن سعداء بتواجدك عندنا الله يوفقك,not verified,تستحقين الاحترام يا دكتورة ونحن سعداء بتواجدك معنا أتمنى لك التوفيق
ومشكلتك كسرت شي م تقدر ع جبره,not verified,ومشكلتك أنك قمت بكسر شيء لا يمكن إصلاحه
حبه ف قلبي دوم يزداد,not verified,حبه في قلبي دائما يزداد
حب حسک و حب عيونک و حب لبرد و حببك,not verified,الحب لحسك والحب لعيونك والحب للبرد وأحبك
لاجيت بعاتبك طاح الحطب كله عيونك الحلوه من يقدر يعاتبها,not verified,إذا جئت لأوبخك ستسقط كل قطع الحطب عيناك الجميلتان من يستطيع مشاجبتها
الهلال الاتحاد كفو ولدناا ماقصررتت,not verified,الهلال والاتحاد رائعان ولدينا لا يمكن أن تستهان بهما
عبدالخالق وخلفان تكلموا عن اليمن لما اشتكوا الامارات في مجلس الامن ما تكلموا ولا لمزوا للسعوديه باي شي فيه فرق اخوي,not verified,عبد الخالق وخلفان تكلما عن اليمن عندما اشتكت الإمارات في مجلس الأمن لكنهما لم يتحدثا ولا نقدا المملكة العربية السعودية بأي شكل من الأشكال لا يوجد فرق بينهما يا أخي
شو هالامتحان الي كله غش ف غش يضحكك,not verified,ما هذا الامتحان الذي يتسم بالغش الكثير إلى درجة أنه يجعلك تضحك
تستوطن بالي كل ماغني مجيد,not verified,يستوطن بالي كل ما يغنيه مجيد
الله يسهل لدربك سكه الفرقه و انا علي قولتك الله يوفقني,not verified,الله ييسر لدربك سكة الفرقة وأنا على قولتك الله يوفقني
اتحراك والشوق صرت كثر الوله وكثر الغلا ياكثر شوقي لعينك,not verified,أنا متحرك والشوق أصبحت الوله والغلا يكثران يا لك من شوق لعينيك
انا احن لك بس والله كرهتك,not verified,أشتاق إليك فقط والله لقد إشتقت لك
يارب صاحبي اللي عطي للحياه معني لاخر يوم بعمري,not verified,يا رب صاحبي الذي أعطى للحياة معنى حتى آخر يوم في عمري
ي شوارعنا عرفت ان الصدف مجرد خيال مستحيل تحن علي قلوب ولهانه,not verified,في شوارعنا أدركت أن الصدفة مجرد خيال ومستحيل أن تنمو الأحاسيس الرقيقة والحنين إلى قلوب مفترقة
شسالفه شتاء العام سنقل وهالشتاء سنقل وبعدين يعني,not verified,ما الأمر كان الشتاء الماضي صعبا وهذا الشتاء أيضا صعب ثم بعدها ماذا يعني
